network_id,name,platform,operated_by,created_date,discovered_date,evidence_source,member_count,notes
N001,Growth Community,WhatsApp,BlueMoso/Linked Agency,2026-02-10,2026-03-12,whatsapp-chat.txt,46,Primary pod. Cory confirmed ownership on call.
